Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Software design,Students will learn concepts and techniques for designing large software systems that can be adapted to unforeseen uses.,"6.5151 Large-scale Symbolic Systems
",1,Fall 2023,Logical reasoning
Artificial intelligence,Students will gain knowledge of artificial intelligence applications and their integration into large-scale symbolic systems.,"6.5151 Large-scale Symbolic Systems
",1,Fall 2023,Algorithmic techniques for high performance
Compiler design,Students will learn about the design and implementation of compilers within the context of large-scale symbolic systems.,"6.5151 Large-scale Symbolic Systems
",1,Fall 2023,Nonlinear dynamics
Computer-algebra systems,Students will acquire knowledge of computer-algebra systems and their role in large-scale symbolic systems.,"6.5151 Large-scale Symbolic Systems
",1,Fall 2023,Graph theory
Deductive systems,Students will learn about deductive systems and their application in large-scale symbolic systems.,"6.5151 Large-scale Symbolic Systems
",1,Fall 2023,Discrete probability
Classical mechanics,Students will acquire knowledge of classical mechanics and its computational approach.,"6.5160[J] Classical Mechanics: A Computational Approach
",1,Fall 2023,Discrete probability
Lagrangian formulation,Students will learn about the Lagrangian formulation of classical mechanics.,"6.5160[J] Classical Mechanics: A Computational Approach
",1,Fall 2023,Mathematical modeling
Hamiltonian formulation,Students will gain knowledge of the Hamiltonian formulation of classical mechanics.,"6.5160[J] Classical Mechanics: A Computational Approach
",1,Fall 2023,Communication
Mathematical tools and proof techniques,Students will acquire a body of knowledge regarding various mathematical tools and proof techniques used in computer science.,"6.1200[J] Mathematics for Computer Science
",1,Fall 2023,Graph theory
Elementary number theory and cryptography,Students will learn about the fundamental concepts of number theory and their applications in cryptography.,"6.1200[J] Mathematics for Computer Science
",1,Fall 2023,Sorting
Permutations and combinations,"Students will gain knowledge about permutations and combinations, which are important in counting and probability problems.","6.1200[J] Mathematics for Computer Science
",1,Fall 2023,Programming
Counting tools,"Students will learn different counting techniques, such as the rule of product and the rule of sum, to solve combinatorial problems.","6.1200[J] Mathematics for Computer Science
",1,Fall 2023,Graph theory
Sets and relations,"Students will acquire knowledge about sets and relations, which are foundational concepts in discrete mathematics and computer science.","6.1200[J] Mathematics for Computer Science
",1,Fall 2023,Graph theory
Discrete mathematics,"Students will gain knowledge of the fundamental concepts and principles of discrete mathematics, which is essential for computer science.","6.120A Discrete Mathematics and Proof for Computer Science
",1,Fall 2023,Graph theory
Sets and relations,Students will learn about sets and relations and their applications in computer science.,"6.120A Discrete Mathematics and Proof for Computer Science
",1,Fall 2023,Graph theory
State machines,Students will acquire knowledge of state machines and their role in modeling computational systems.,"6.120A Discrete Mathematics and Proof for Computer Science
",1,Fall 2023,Functional programming
Number theory and cryptography,Students will learn about elementary number theory and its applications in cryptography.,"6.120A Discrete Mathematics and Proof for Computer Science
",1,Fall 2023,Sorting
Recurrences,Students will gain knowledge of recurrences and their use in solving problems in computer science.,"6.120A Discrete Mathematics and Proof for Computer Science
",1,Fall 2023,Graph theory
Mathematical modeling,Students will learn how to model computational problems using mathematical concepts.,"6.1210 Introduction to Algorithms
",1,Fall 2023,Functional programming
Algorithmic paradigms,Students will learn about different approaches and strategies for solving computational problems.,"6.1210 Introduction to Algorithms
",1,Fall 2023,Functional programming
Search trees,Students will acquire knowledge about different types of search trees and their properties.,"6.1220[J] Design and Analysis of Algorithms
",1,Fall 2023,Security and privacy
Hashing,Students will learn about hashing techniques and their use in efficient data retrieval.,"6.1220[J] Design and Analysis of Algorithms
",1,Fall 2023,Cache Design
Divide-and-conquer,Students will gain knowledge of the divide-and-conquer technique for problem-solving.,"6.1220[J] Design and Analysis of Algorithms
",1,Fall 2023,Message authentication codes
Greedy algorithms,Students will understand the concept of greedy algorithms and their application in solving optimization problems.,"6.1220[J] Design and Analysis of Algorithms
",1,Fall 2023,Functional programming
Network flow,Students may be exposed to advanced topics such as network flow algorithms and their applications.,"6.1220[J] Design and Analysis of Algorithms
",1,Fall 2023,Coq proof assistant
Theory of computing,"Students will gain knowledge about the theory of computing, including concepts related to finite automata, circuits, Turing machines, and communication complexity.","6.1400[J] Computability and Complexity Theory
",1,Fall 2023,Testing and test-case generation
Computational complexity,Students will learn about the classification of computational tasks in terms of their difficulty and the factors that determine their complexity.,"6.1400[J] Computability and Complexity Theory
",1,Fall 2023,Testing and test-case generation
Open problems in mathematics,Students will acquire knowledge about major open problems in mathematics and their relevance to computing.,"6.1400[J] Computability and Complexity Theory
",1,Fall 2023,Graph theory
Fundamental issues in computing,"Students will gain knowledge about fundamental issues in computing, such as the Halting Problem, the Church-Turing Thesis, and the P versus NP problem.","6.1400[J] Computability and Complexity Theory
",1,Fall 2023,Testing and test-case generation
Mathematical foundations,Students will develop a solid understanding of mathematical foundations underlying computability and complexity theory.,"6.1400[J] Computability and Complexity Theory
",1,Fall 2023,Testing and test-case generation
Parameterized algorithms,"Students will learn the theory and techniques behind parameterized algorithms, which involve solving computational problems by considering additional parameters.","6.1420 Fixed Parameter and Fine-grained Computation
",1,Fall 2023,Graph theory
Fine-grained complexity,"Students will gain knowledge about the theory of fine-grained complexity, which provides a new perspective on measuring the difficulty and feasibility of solving computational problems.","6.1420 Fixed Parameter and Fine-grained Computation
",1,Fall 2023,Testing and test-case generation
W-hierarchy,"Students will learn about the W-hierarchy, including W[1], W[2], W[P], and other levels, which classify the complexity of computational problems.","6.1420 Fixed Parameter and Fine-grained Computation
",1,Fall 2023,Programming
3-sum-hardness,"Students will gain knowledge about the concept of 3-sum-hardness, which is a measure of the computational hardness of a problem.","6.1420 Fixed Parameter and Fine-grained Computation
",1,Fall 2023,Testing and test-case generation
All-pairs shortest paths (APSP)-equivalences,"Students will learn about the equivalence between all-pairs shortest paths problems and other computational problems, providing insights into their complexity.","6.1420 Fixed Parameter and Fine-grained Computation
",1,Fall 2023,All-pairs shortest paths (APSP)-equivalences
Computational models,Students will learn about different computational models and their applications in solving computational problems.,"6.5210[J] Advanced Algorithms
",1,Fall 2023,Functional programming
Network flows,Students will gain knowledge about network flow algorithms and their applications in optimizing flow in networks.,"6.5210[J] Advanced Algorithms
",1,Fall 2023,Coq proof assistant
Linear programming,Students will learn about linear programming techniques and their applications in optimization problems.,"6.5210[J] Advanced Algorithms
",1,Fall 2023,Algorithm design
Approximation algorithms,Students will gain knowledge about approximation algorithms and their use in solving NP-hard problems.,"6.5210[J] Advanced Algorithms
",1,Fall 2023,Testing and test-case generation
External memory,Students will learn about algorithms and data structures that are designed to efficiently handle large datasets stored in external memory.,"6.5210[J] Advanced Algorithms
",1,Fall 2023,Functional programming
Randomized computation models,Students will acquire knowledge about different models of randomized computation.,"6.5220[J] Randomized Algorithms
",1,Fall 2023,Functional programming
Graph algorithms,"Students will learn about graph algorithms, including minimum spanning trees, shortest paths, and minimum cuts.","6.5220[J] Randomized Algorithms
",1,Fall 2023,Algorithm design
Geometric algorithms,"Students will gain knowledge about geometric algorithms, such as convex hulls and linear programming in fixed or arbitrary dimensions.","6.5220[J] Randomized Algorithms
",1,Fall 2023,Algorithm design
Approximate counting,Students will learn about techniques for approximate counting in algorithms.,"6.5220[J] Randomized Algorithms
",1,Fall 2023,Functional programming
Parallel algorithms,Students will acquire knowledge about parallel algorithms and their implementation.,"6.5220[J] Randomized Algorithms
",1,Fall 2023,Testing and debugging
Dictionaries,Students will learn about dictionaries and their use in data structures for efficient searching and retrieval.,"6.5230 Advanced Data Structures
",1,Fall 2023,Network management
Hashing,Students will gain knowledge of hashing techniques and their application in data structures.,"6.5230 Advanced Data Structures
",1,Fall 2023,Graph theory
Search trees,Students will learn about different types of search trees and their properties for efficient data retrieval.,"6.5230 Advanced Data Structures
",1,Fall 2023,Security and privacy
Integer data structures,Students will gain knowledge of data structures specifically designed for handling integer values.,"6.5230 Advanced Data Structures
",1,Fall 2023,Network management
Text indexing,Students will learn about text indexing techniques such as suffix arrays and suffix trees for efficient text searching.,"6.5230 Advanced Data Structures
",1,Fall 2023,Instruction-level optimizations
Number theory,Students will learn about number theory and its relevance in sublinear time algorithms.,"6.5240 Sublinear Time Algorithms
",1,Fall 2023,Algorithm design
Combinatorics,Students will gain knowledge of combinatorics and its application in sublinear time algorithms.,"6.5240 Sublinear Time Algorithms
",1,Fall 2023,Algorithm design
Linear algebra,Students will learn about linear algebra concepts and their use in sublinear time algorithms.,"6.5240 Sublinear Time Algorithms
",1,Fall 2023,Algorithm design
Probability theory,Students will gain knowledge of probability theory and its role in sublinear time algorithms.,"6.5240 Sublinear Time Algorithms
",1,Fall 2023,Programming
Graph theory,Students will learn about graph theory and its application in sublinear time algorithms.,"6.5240 Sublinear Time Algorithms
",1,Fall 2023,Algorithm design
Distributed systems,Students will acquire knowledge about the principles and concepts of distributed systems.,"6.5250[J] Distributed Algorithms
",1,Fall 2023,Data structures
Formal models for distributed computation,Students will learn about formal models used to analyze and reason about distributed algorithms.,"6.5250[J] Distributed Algorithms
",1,Fall 2023,Functional programming
Fault tolerance,Students will gain knowledge about techniques for designing fault-tolerant distributed algorithms.,"6.5250[J] Distributed Algorithms
",1,Fall 2023,Logical reasoning
Communication protocols,Students will learn about different communication protocols used in distributed systems.,"6.5250[J] Distributed Algorithms
",1,Fall 2023,Interprocess communication
Clock synchronization,Students will acquire knowledge about methods for synchronizing clocks in a distributed network.,"6.5250[J] Distributed Algorithms
",1,Fall 2023,Data structures
Geometric folding algorithms,"Students will gain knowledge of the algorithms and techniques used in geometric folding, which involves manipulating and folding two-dimensional and three-dimensional objects.","6.5310 Geometric Folding Algorithms: Linkages, Origami, Polyhedra
",1,Fall 2023,Human-computer interaction (HCI) design
Protein folding,"Students will learn about the process of protein folding, which is relevant to the study of foldable structures and their applications in biology.","6.5310 Geometric Folding Algorithms: Linkages, Origami, Polyhedra
",1,Fall 2023,Problem-solving
Geometric data structures,"Students will learn about point location, Voronoi diagrams, and Binary Space Partitions as fundamental geometric data structures.","6.5320 Geometric Computing
",1,Fall 2023,Network management
Linear programming,Students will acquire knowledge of linear programming techniques and their application in solving geometric problems.,"6.5320 Geometric Computing
",1,Fall 2023,Algorithm design
Closest pair problems,Students will learn about the concept of closest pair problems and various algorithms to solve them.,"6.5320 Geometric Computing
",1,Fall 2023,All-pairs shortest paths (APSP)-equivalences
High-dimensional nearest neighbor search,Students will gain knowledge of techniques for performing nearest neighbor search in high-dimensional spaces.,"6.5320 Geometric Computing
",1,Fall 2023,Graph theory
Low-distortion embeddings,Students will learn about low-distortion embeddings between metric spaces and their significance in geometric computing.,"6.5320 Geometric Computing
",1,Fall 2023,Low-distortion embeddings
Game theory,Students will acquire knowledge of game theory principles and concepts.,"6.5340 Topics in Algorithmic Game Theory
",1,Fall 2023,Video game industry
Computer systems,Students will learn about the application of game-theoretic tools in computer systems.,"6.5340 Topics in Algorithmic Game Theory
",1,Fall 2023,Discrete probability
Equilibria and fixed points,Students will gain knowledge of equilibria and fixed points in game theory and their significance in system design.,"6.5340 Topics in Algorithmic Game Theory
",1,Fall 2023,Price of anarchy
Algorithmic game theory,Students will learn about the field of algorithmic game theory and its intersection with computer science.,"6.5340 Topics in Algorithmic Game Theory
",1,Fall 2023,Graph theory
Conflict of interest,Students will acquire knowledge of conflicts of interest and their impact on system performance.,"6.5340 Topics in Algorithmic Game Theory
",1,Fall 2023,Mechanism design
Matrix operations,"Students will acquire knowledge of matrix operations, including matrix multiplication, addition, and subtraction, which are essential for understanding and implementing graph algorithms.","6.5350 Matrix Multiplication and Graph Algorithms
",1,Fall 2023,Algorithm design
Graph theory,"Students will learn the fundamental concepts and principles of graph theory, including graph representation, connectivity, paths, and cycles, providing them with a solid foundation for studying and solving graph algorithm problems.","6.5350 Matrix Multiplication and Graph Algorithms
",1,Fall 2023,Algorithm design
Linear algebra,"Students will gain knowledge of basic linear algebra concepts, such as vectors, matrices, and linear transformations, which are necessary for understanding and analyzing matrix multiplication and its applications in graph algorithms.","6.5350 Matrix Multiplication and Graph Algorithms
",1,Fall 2023,Algorithm design
Algorithm design,"Students will acquire knowledge of various algorithm design techniques, such as divide and conquer, dynamic programming, and greedy algorithms, which can be applied to solve graph algorithm problems effectively.","6.5350 Matrix Multiplication and Graph Algorithms
",1,Fall 2023,Algorithm design
Computational complexity,"Students will learn about computational complexity theory, including the classification of problems into different complexity classes (e.g., P, NP, NP-complete), enabling them to understand the inherent difficulty of graph algorithm problems and the limitations of efficient solutions.","6.5350 Matrix Multiplication and Graph Algorithms
",1,Fall 2023,Testing and test-case generation
Regular and context-free languages,"Students will acquire knowledge about regular and context-free languages, which are important concepts in formal language theory.","6.5400[J] Theory of Computation
",1,Fall 2023,Vectorization
Decidable and undecidable problems,"Students will learn about the distinction between problems that can be solved by an algorithm and those that cannot, providing them with a foundational understanding of computability theory.","6.5400[J] Theory of Computation
",1,Fall 2023,Testing and test-case generation
Time and space measures on computation,"Students will gain knowledge about different measures of computational resources, such as time and space, and their impact on the efficiency of algorithms.","6.5400[J] Theory of Computation
",1,Fall 2023,Functional programming
Inherently complex problems,"Students will learn about problems that are inherently difficult to solve, regardless of the algorithm used, providing them with an understanding of the limits of computation.","6.5400[J] Theory of Computation
",1,Fall 2023,Programming
Oracles,"Students will acquire knowledge about oracles, which are hypothetical computational devices used to study the power of different types of computations.","6.5400[J] Theory of Computation
",1,Fall 2023,Functional programming
Computational complexity theory,"Students will acquire in-depth knowledge of computational complexity theory, including complexity classes, complete sets, and the polynomial-time hierarchy.","6.5410[J] Advanced Complexity Theory
",1,Fall 2023,Testing and test-case generation
Nondeterministic computation,Students will learn about the concept of nondeterministic computation and its role in computational complexity theory.,"6.5410[J] Advanced Complexity Theory
",1,Fall 2023,Testing and test-case generation
Probabilistic computation,Students will gain knowledge of probabilistic computation models and their applications in computational complexity.,"6.5410[J] Advanced Complexity Theory
",1,Fall 2023,Functional programming
Parallel computation,Students will learn about parallel computation models and their significance in computational complexity theory.,"6.5410[J] Advanced Complexity Theory
",1,Fall 2023,Functional programming
Interactive proof systems,Students will acquire knowledge of interactive proof systems and their use in computational complexity theory.,"6.5410[J] Advanced Complexity Theory
",1,Fall 2023,Testing and test-case generation
Computational complexity,"Students will gain knowledge about computational complexity theory, which studies the inherent difficulty of solving computational problems.","6.5420 Randomness and Computation
",1,Fall 2023,Testing and test-case generation
Cryptography,"Students will learn about the principles and techniques of cryptography, which involves secure communication and data protection.","6.5420 Randomness and Computation
",1,Fall 2023,Sorting
Combinatorics,"Students will acquire knowledge in combinatorics, which is the branch of mathematics that deals with counting, arranging, and organizing objects.","6.5420 Randomness and Computation
",1,Fall 2023,Graph theory
Randomness in computation,"Students will learn about the role and significance of randomness in computation, including its applications in various areas of computer science.","6.5420 Randomness and Computation
",1,Fall 2023,Functional programming
Expander graphs,"Students will gain knowledge about expander graphs, which are highly connected graphs with useful properties in various applications, such as error-correcting codes and network design.","6.5420 Randomness and Computation
",1,Fall 2023,Analytical thinking
Quantum computational complexity theory,Students will acquire knowledge about the fundamental concepts and principles of quantum computational complexity theory.,"6.5430 Quantum Complexity Theory
",1,Fall 2023,Testing and test-case generation
Classical simulation of quantum circuits,Students will learn about the techniques and methods used for simulating quantum circuits using classical computers.,"6.5430 Quantum Complexity Theory
",1,Fall 2023,Proofs and advice
Complexity classes,Students will gain knowledge about different complexity classes and their significance in quantum complexity theory.,"6.5430 Quantum Complexity Theory
",1,Fall 2023,Web application development
Lower bounds,Students will acquire knowledge about lower bounds and their importance in analyzing the capabilities of quantum computers.,"6.5430 Quantum Complexity Theory
",1,Fall 2023,Proofs and advice
Research frontier,Students will gain knowledge about the current research trends and advancements in quantum complexity theory.,"6.5430 Quantum Complexity Theory
",1,Fall 2023,Testing and test-case generation
Cryptographic foundations,"Students will learn about the principles and techniques of cryptography, including pseudorandomness, collision-resistant hash functions, authentication codes, signatures, authenticated encryption, and public-key encryption.","6.1600 Foundations of Computer Security
",1,Fall 2023,Sorting
Systems security,"Students will acquire knowledge about systems ideas such as isolation, non-interference, authentication, access control, delegation, and trust, and how these concepts contribute to achieving security in computer systems.","6.1600 Foundations of Computer Security
",1,Fall 2023,Coq proof assistant
Implementation techniques,"Students will learn about various implementation techniques used in computer security, including privilege separation, fuzzing, symbolic execution, runtime defenses, and side-channel attacks.","6.1600 Foundations of Computer Security
",1,Fall 2023,Algorithm design
Case studies,"Through case studies, students will gain knowledge about real-world examples of how security ideas and techniques are applied in deployed systems.","6.1600 Foundations of Computer Security
",1,Fall 2023,Model checking
Security vulnerabilities,Students will learn about common security vulnerabilities and how to identify and address them in computer systems.,"6.1600 Foundations of Computer Security
",1,Fall 2023,Testing and debugging
Systems security,"Students will gain knowledge about the basic notions of systems security, including the principles and techniques used to protect computer systems from unauthorized access and attacks.","6.5610 Applied Cryptography and Security
",1,Fall 2023,Computational techniques
Cryptographic hash functions,Students will learn about cryptographic hash functions and their applications in ensuring data integrity and password storage.,"6.5610 Applied Cryptography and Security
",1,Fall 2023,Sorting
Key-exchange,"Students will acquire knowledge about key-exchange protocols, which enable secure communication between two parties over an insecure channel.","6.5610 Applied Cryptography and Security
",1,Fall 2023,Coq proof assistant
Secret-sharing,"Students will learn about secret-sharing schemes, which distribute a secret among multiple participants in such a way that cooperation is required to reconstruct the secret.","6.5610 Applied Cryptography and Security
",1,Fall 2023,Secret-sharing
Electronic voting,Students will gain knowledge about the challenges and cryptographic techniques involved in designing secure electronic voting systems.,"6.5610 Applied Cryptography and Security
",1,Fall 2023,Model checking
Cryptographic primitives,"Students will acquire knowledge of the fundamental cryptographic primitives used in modern cryptography, such as public-key encryption, digital signatures, and pseudo-random number generation.","6.5620[J] Cryptography and Cryptanalysis
",1,Fall 2023,Sorting
Computational complexity,"Students will learn about the computational complexity requirements of cryptographic protocols, including understanding the efficiency and security trade-offs in different algorithms.","6.5620[J] Cryptography and Cryptanalysis
",1,Fall 2023,Web application development
Cryptographic protocols,Students will learn about various cryptographic protocols used in secure communication.,"6.5630 Advanced Topics in Cryptography
",1,Fall 2023,Sorting
Number theory,Students will acquire knowledge of number theory concepts and their applications in cryptography.,"6.5630 Advanced Topics in Cryptography
",1,Fall 2023,Sorting
Cryptographic primitives,"Students will gain knowledge of different cryptographic primitives such as hash functions, symmetric and asymmetric encryption algorithms.","6.5630 Advanced Topics in Cryptography
",1,Fall 2023,Sorting
