Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Writing conventions,"Students will learn the conventions and standards of technical writing, including formatting, citation styles, and language usage.",TECH WRITING FOR CS AND E,3,Spring 2023,Writing conventions
Audience analysis,Students will gain an understanding of how to tailor their writing to specific audiences in the field of computer science and engineering.,TECH WRITING FOR CS AND E,3,Spring 2023,Audience analysis
Technical terminology,Students will acquire knowledge of technical terms and jargon commonly used in the CS/CE field.,TECH WRITING FOR CS AND E,3,Spring 2023,Technical terminology
Document organization,Students will learn how to structure and organize their technical documents effectively.,TECH WRITING FOR CS AND E,3,Spring 2023,Document organization
Ethical considerations,"Students will gain knowledge of ethical considerations in technical writing, such as plagiarism and intellectual property rights.",TECH WRITING FOR CS AND E,3,Spring 2023,Ethical Considerations
Privacy laws and regulations,"Students will gain knowledge about different privacy laws and regulations, such as GDPR or CCPA.",PRIVACY PRESERVING SYS,3,Spring 2023,Security policies and regulations
Privacy principles,"Students will learn about the fundamental principles of privacy, such as data minimization or purpose limitation.",PRIVACY PRESERVING SYS,3,Spring 2023,Privacy principles
Privacy frameworks,"Students will acquire knowledge about different privacy frameworks, such as Privacy by Design or Fair Information Practices.",PRIVACY PRESERVING SYS,3,Spring 2023,Privacy frameworks
Privacy threats and vulnerabilities,Students will learn about common privacy threats and vulnerabilities in computer systems.,PRIVACY PRESERVING SYS,3,Spring 2023,Privacy threats and vulnerabilities
Privacy-preserving techniques,"Students will gain knowledge about various techniques used to preserve privacy, such as k-anonymity or l-diversity.",PRIVACY PRESERVING SYS,3,Spring 2023,Privacy-preserving techniques
Linguistics,Students will gain knowledge of linguistic principles and theories that underlie spoken language processing.,ADV SPOKEN LANGUAGE PROCESSING,3,Spring 2023,Computational Linguistics
Phonetics and Phonology,Students will learn about the sounds and sound patterns of spoken language and how they are represented.,ADV SPOKEN LANGUAGE PROCESSING,3,Spring 2023,Phonetics and phonology
Acoustic Signal Processing,Students will acquire knowledge of signal processing techniques used to analyze and manipulate speech signals.,ADV SPOKEN LANGUAGE PROCESSING,3,Spring 2023,Acoustic Signal Processing
Language Corpora,Students will learn about the collection and annotation of large-scale spoken language datasets for research purposes.,ADV SPOKEN LANGUAGE PROCESSING,3,Spring 2023,Language Corpora
Speech Synthesis,Students will gain knowledge of techniques and algorithms used to generate artificial speech from written text.,ADV SPOKEN LANGUAGE PROCESSING,3,Spring 2023,Speech Recognition
Computer science history,Students will acquire knowledge about the history and evolution of computer science through the study of classic texts.,READING THE CS CLASSICS,3,Spring 2023,Computer science fundamentals
Fundamental concepts,"Students will gain a deeper understanding of fundamental concepts in computer science, such as algorithms, data structures, and programming languages.",READING THE CS CLASSICS,3,Spring 2023,Fundamental concepts
Theoretical frameworks,Students will learn about various theoretical frameworks and models that have shaped the field of computer science.,READING THE CS CLASSICS,3,Spring 2023,Theoretical frameworks
Influential figures,Students will become familiar with the work and contributions of influential figures in computer science.,READING THE CS CLASSICS,3,Spring 2023,Influential figures
Paradigms and methodologies,Students will learn about different paradigms and methodologies used in computer science research and development.,READING THE CS CLASSICS,3,Spring 2023,Paradigms and methodologies
Signal processing,Students will learn about the principles and techniques used in processing speech signals.,FUND SPEECH RECOGNITION,3,Spring 2023,Signal processing
Machine learning,Students will acquire knowledge of machine learning algorithms and their application in speech recognition.,FUND SPEECH RECOGNITION,3,Spring 2023,Advanced machine learning
Supervised and unsupervised learning,"Students will gain knowledge of different types of machine learning approaches, including supervised and unsupervised learning.",HIGH PERF MACH LEARNING,3,Spring 2023,Unsupervised learning techniques
Feature engineering,Students will learn about feature engineering techniques to extract meaningful information from raw data for machine learning.,HIGH PERF MACH LEARNING,3,Spring 2023,Feature engineering
Neural networks,Students will acquire knowledge of neural networks and their applications in machine learning.,HIGH PERF MACH LEARNING,3,Spring 2023,Neural networks
Optimization algorithms,"Students will learn about optimization algorithms used in training machine learning models, such as gradient descent.",HIGH PERF MACH LEARNING,3,Spring 2023,Optimization techniques
Bias and variance trade-off,Students will understand the concept of bias and variance trade-off in machine learning and its impact on model performance.,HIGH PERF MACH LEARNING,3,Spring 2023,Bias and variance trade-off
Cloud architecture,Students will understand the principles and components of cloud computing architecture.,CLOUD COMPUTING & BIG DATA,3,Spring 2023,Cloud architecture
Distributed computing,Students will gain knowledge of distributed computing concepts and techniques used in big data processing.,CLOUD COMPUTING & BIG DATA,3,Spring 2023,Distributed databases
Data storage and retrieval,Students will learn about different storage options and techniques for efficiently storing and retrieving big data.,CLOUD COMPUTING & BIG DATA,3,Spring 2023,Data storage and retrieval
Scalability and elasticity,Students will acquire knowledge of scaling and elastic computing concepts to handle varying workloads in cloud environments.,CLOUD COMPUTING & BIG DATA,3,Spring 2023,Scalability and elasticity
Data privacy and compliance,Students will understand the legal and regulatory aspects of handling sensitive data in cloud computing and big data.,CLOUD COMPUTING & BIG DATA,3,Spring 2023,Privacy and data mining
Types and languages,"Students will gain knowledge about different types of programming languages, such as procedural, object-oriented, and functional languages. This knowledge is selected because it provides a foundation for understanding the characteristics and capabilities of programming languages.",TYPES LANGUAGES COMPILERS,3,Spring 2023,Tools and languages
Compiler theory,"Students will learn about the theoretical foundations of compilers, including lexical analysis, parsing, semantic analysis, and code generation. This knowledge is selected because it provides a comprehensive understanding of the compilation process.",TYPES LANGUAGES COMPILERS,3,Spring 2023,Compiler design
Formal languages and automata,"Students will acquire knowledge about formal languages, regular expressions, context-free grammars, and automata theory. This knowledge is selected because it is fundamental to understanding the theoretical aspects of programming languages and compilers.",TYPES LANGUAGES COMPILERS,3,Spring 2023,Formal languages and automata
Optimization techniques,Students will learn about various optimization techniques used in compilers to improve program performance. This knowledge is selected because it enables students to optimize code and enhance program efficiency.,TYPES LANGUAGES COMPILERS,3,Spring 2023,Optimization techniques
Software testing,"Students will gain knowledge about software testing methodologies and techniques, including unit testing, integration testing, and system testing. This knowledge is selected because it is essential for ensuring the quality and reliability of software systems.",TYPES LANGUAGES COMPILERS,3,Spring 2023,Software reliability
Linguistics,Students will learn about linguistic theories and concepts relevant to spoken language processing.,ADV SPOKEN LANGUAGE PROCESSING,3,Spring 2023,Computational Linguistics
Phonetics and Phonology,Students will acquire knowledge of the sounds and sound patterns of human language.,ADV SPOKEN LANGUAGE PROCESSING,3,Spring 2023,Phonetics and phonology
Language Models,Students will understand the principles and techniques used in building language models for spoken language processing.,ADV SPOKEN LANGUAGE PROCESSING,3,Spring 2023,Language models
Acoustic Signal Processing,Students will gain knowledge of signal processing techniques used in analyzing and manipulating speech signals.,ADV SPOKEN LANGUAGE PROCESSING,3,Spring 2023,Acoustic Signal Processing
Speech Synthesis,Students will learn about the principles and methods used in generating synthetic speech.,ADV SPOKEN LANGUAGE PROCESSING,3,Spring 2023,Speech Recognition
Signal processing,Students will learn about the principles and techniques used in processing speech signals.,FUND SPEECH RECOGNITION,3,Spring 2023,Signal processing
Machine learning,Students will acquire knowledge of machine learning algorithms and their application in speech recognition.,FUND SPEECH RECOGNITION,3,Spring 2023,Advanced machine learning
Supervised and unsupervised learning,"Students will gain knowledge of different types of machine learning approaches, including supervised and unsupervised learning.",HIGH PERF MACH LEARNING,3,Spring 2023,Unsupervised learning techniques
Feature engineering,Students will learn about feature engineering techniques to extract meaningful information from raw data for machine learning.,HIGH PERF MACH LEARNING,3,Spring 2023,Feature engineering
Neural networks,Students will acquire knowledge of neural networks and their applications in machine learning.,HIGH PERF MACH LEARNING,3,Spring 2023,Neural networks
Optimization algorithms,"Students will learn about optimization algorithms used in training machine learning models, such as gradient descent.",HIGH PERF MACH LEARNING,3,Spring 2023,Optimization techniques
Bias-variance tradeoff,Students will understand the concept of bias-variance tradeoff and its impact on machine learning model performance.,HIGH PERF MACH LEARNING,3,Spring 2023,Bias and variance trade-off
Cloud architecture,Students will understand the principles and components of cloud computing architecture.,CLOUD COMPUTING & BIG DATA,3,Spring 2023,Cloud architecture
Distributed computing,Students will gain knowledge of distributed computing concepts and techniques used in big data processing.,CLOUD COMPUTING & BIG DATA,3,Spring 2023,Distributed databases
Data storage and retrieval,Students will learn about different storage options and techniques for efficiently storing and retrieving big data.,CLOUD COMPUTING & BIG DATA,3,Spring 2023,Data storage and retrieval
Scalability and elasticity,Students will acquire knowledge of scaling and elastic computing concepts to handle varying workloads in cloud environments.,CLOUD COMPUTING & BIG DATA,3,Spring 2023,Scalability and elasticity
Data privacy and compliance,Students will understand the legal and regulatory aspects of handling sensitive data in cloud computing and big data.,CLOUD COMPUTING & BIG DATA,3,Spring 2023,Privacy and data mining
Fundamental concepts of computer science,"Students will acquire knowledge of the foundational principles and theories in computer science, including topics such as algorithms, data structures, and computer architecture.",INTRO-COMPUT SCI/PROG IN,3,Spring 2023,Computer science fundamentals
Programming paradigms,"Students will learn about different programming paradigms, such as procedural programming and object-oriented programming, and their respective advantages and limitations.",INTRO-COMPUT SCI/PROG IN,3,Spring 2023,Programming paradigms
Software development lifecycle,"Students will gain an understanding of the various stages involved in software development, including requirements gathering, design, implementation, testing, and maintenance.",INTRO-COMPUT SCI/PROG IN,3,Spring 2023,Software engineering practices
Computer system organization,"Students will learn about the components and organization of computer systems, including processors, memory, storage, and input/output devices.",INTRO-COMPUT SCI/PROG IN,3,Spring 2023,Computer organization
Software engineering principles,"Students will be introduced to software engineering principles, such as modularity, abstraction, and code reusability, which are essential for developing high-quality and maintainable software.",INTRO-COMPUT SCI/PROG IN,3,Spring 2023,Software engineering practices
Fundamental concepts of computer science,"Students will acquire knowledge of the foundational principles and theories in computer science, including topics such as algorithms, data structures, and computer architecture.",INTRO-COMPUT SCI/PROG IN,3,Spring 2023,Computer science fundamentals
Programming paradigms,"Students will learn about different programming paradigms, such as procedural programming and object-oriented programming, and their respective advantages and limitations.",INTRO-COMPUT SCI/PROG IN,3,Spring 2023,Programming paradigms
Software development lifecycle,"Students will gain an understanding of the various stages involved in software development, including requirements gathering, design, implementation, testing, and maintenance.",INTRO-COMPUT SCI/PROG IN,3,Spring 2023,Software engineering practices
Computer system organization,"Students will learn about the components and organization of computer systems, including processors, memory, storage, and input/output devices.",INTRO-COMPUT SCI/PROG IN,3,Spring 2023,Computer organization
Software engineering principles,"Students will be introduced to software engineering principles, such as modularity, abstraction, and code reusability, which are essential for developing high-quality and maintainable software.",INTRO-COMPUT SCI/PROG IN,3,Spring 2023,Software engineering practices
Computer architecture,Students will learn about the fundamental components and organization of computer systems.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Computer organization
Software engineering principles,Students will gain knowledge of software development methodologies and best practices.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Software engineering practices
Data structures,Students will learn about different data structures and their applications in problem-solving.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Data structure design
Networking,"Students will acquire knowledge of computer networks, protocols, and network security.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Networking
Artificial intelligence,Students will learn about the principles and techniques used in developing intelligent systems.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Artificial intelligence
Computer Science fundamentals,Students will gain a solid understanding of the fundamental concepts and principles of computer science.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Computer science fundamentals
Algorithms and data structures,Students will learn about different algorithms and data structures used in computer science and their applications.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Algorithms on graphs
Software development methodologies,Students will learn about different software development methodologies and best practices.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Software engineering practices
Networking and security,"Students will acquire knowledge about computer networks, network protocols, and security measures.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Networking and security
Artificial Intelligence,Students will learn about the basics of artificial intelligence and its applications in various fields.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Artificial intelligence
Computer architecture,Students will learn about the fundamental components and organization of computer systems.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Computer organization
Software engineering principles,Students will gain knowledge of software development methodologies and best practices.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Software engineering practices
Data structures,Students will learn about different data structures and their applications in problem-solving.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Data structure design
Networking,"Students will acquire knowledge of computer networks, protocols, and network security.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Networking
Artificial intelligence,"Students will gain an understanding of AI concepts and techniques, including machine learning and natural language processing.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Artificial intelligence
Computer architecture,Students will learn about the components and organization of computer systems.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Computer organization
Software engineering principles,Students will gain knowledge of software development methodologies and best practices.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Software engineering practices
Data structures,Students will learn about different data structures and their applications in problem-solving.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Data structure design
Networking,Students will acquire knowledge of computer networks and protocols.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Networking
Artificial intelligence,Students will learn about the principles and techniques used in developing intelligent systems.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Artificial intelligence
Computer Science fundamentals,Students will gain a solid understanding of the fundamental concepts and principles of computer science.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Computer science fundamentals
Algorithms and data structures,Students will learn about different algorithms and data structures used in computer science and their applications.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Algorithms on graphs
Software development methodologies,Students will learn about different software development methodologies and best practices.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Software engineering practices
Networking and security,"Students will acquire knowledge about computer networks, network protocols, and security measures.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Networking and security
Artificial Intelligence,Students will learn about the basics of artificial intelligence and its applications in various fields.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Artificial intelligence
Computer Science fundamentals,Students will gain a solid understanding of the fundamental concepts and principles of computer science.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Computer science fundamentals
Algorithms and data structures,Students will learn about different algorithms and data structures used in computer science and their applications.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Algorithms on graphs
Software development methodologies,Students will learn about different software development methodologies and best practices.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Software engineering practices
Networking and security,"Students will acquire knowledge about computer networks, network protocols, and security measures.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Networking and security
Artificial Intelligence,Students will learn about the basics of artificial intelligence and its applications in various fields.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Artificial intelligence
Computer architecture,Students will learn about the fundamental components and organization of computer systems.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Computer organization
Software engineering principles,Students will gain knowledge of software development methodologies and best practices.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Software engineering practices
Data structures,Students will learn about different data structures and their applications in problem-solving.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Data structure design
Networking,"Students will acquire knowledge of computer networks, protocols, and communication technologies.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Networking
Artificial intelligence,Students will learn about the principles and techniques used in developing intelligent systems.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Artificial intelligence
Computer architecture,Students will learn about the fundamental components and organization of computer systems.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Computer organization
Software engineering principles,Students will gain knowledge of software development methodologies and best practices.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Software engineering practices
Data structures,Students will learn about different data structures and their applications in problem-solving.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Data structure design
Networking,"Students will acquire knowledge of computer networks, protocols, and network security.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Networking
Artificial intelligence,"Students will gain an understanding of AI concepts and techniques, including machine learning and natural language processing.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Artificial intelligence
Computer architecture,Students will learn about the fundamental components and organization of computer systems.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Computer organization
Software engineering principles,Students will gain knowledge of software development methodologies and best practices.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Software engineering practices
Data structures,Students will learn about different data structures and their applications in problem-solving.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Data structure design
Networking,"Students will acquire knowledge of computer networks, protocols, and network security.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Networking
Artificial intelligence,"Students will gain an understanding of AI concepts and techniques, including machine learning and natural language processing.",EMERGING SCHOLARS PROG SE,1,Spring 2023,Artificial intelligence
Computer Science fundamentals,Students will gain a solid understanding of the fundamental concepts and principles of Computer Science.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Computer science fundamentals
Algorithms and data structures,Students will learn about different algorithms and data structures used in programming.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Algorithms on graphs
Software development methodologies,Students will acquire knowledge of various software development methodologies and practices.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Software engineering practices
Networking,Students will learn about computer networks and their protocols.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Networking
Operating systems,Students will gain knowledge of operating systems and their functionalities.,EMERGING SCHOLARS PROG SE,1,Spring 2023,Operating systems
Data structure design,Students will learn how to design and create efficient data structures to store and manipulate data.,DATA STRUCTURES IN JAVA,3,Spring 2023,Data structure design
Analysis of algorithms,Students will gain knowledge of analyzing the efficiency and performance of algorithms used in data structure operations.,DATA STRUCTURES IN JAVA,3,Spring 2023,Algorithms on graphs
Storage management,Students will understand the principles and techniques of managing memory and storage in data structures.,DATA STRUCTURES IN JAVA,3,Spring 2023,Storage management
Java libraries,Students will learn about the Java libraries and APIs available for implementing and utilizing data structures.,DATA STRUCTURES IN JAVA,3,Spring 2023,Java libraries
Algorithmic complexity,Students will acquire knowledge of the time and space complexity of different data structure operations and algorithms.,DATA STRUCTURES IN JAVA,3,Spring 2023,Algorithmic complexity
Data structure concepts,Students will learn the fundamental concepts and principles behind different data structures and their applications.,DATA STRUCTURES IN JAVA,3,Spring 2023,Data structure design
Analysis of algorithms,Students will acquire knowledge of basic techniques for analyzing the efficiency and performance of algorithms used in data structure operations.,DATA STRUCTURES IN JAVA,3,Spring 2023,Algorithms on graphs
Storage management,Students will learn about memory management and storage allocation techniques in the context of data structures.,DATA STRUCTURES IN JAVA,3,Spring 2023,Storage management
Java programming language,"Students will deepen their knowledge of Java programming language, building upon their existing knowledge or prerequisite course.",DATA STRUCTURES IN JAVA,3,Spring 2023,Java programming concepts
Algorithmic problem-solving,Students will develop knowledge of algorithmic problem-solving strategies and techniques to solve complex problems using data structures.,DATA STRUCTURES IN JAVA,3,Spring 2023,Algorithmic thinking
Data types and structures,"Students will learn about various data types and structures such as arrays, stacks, linked lists, queues, trees, sets, and graphs.",HONORS DATA STRUCTURES &,4,Spring 2023,Data types
Storage management,Students will gain knowledge about storage management techniques in data structures.,HONORS DATA STRUCTURES &,4,Spring 2023,Storage management
Programming techniques,Students will learn different programming techniques for processing data structures.,HONORS DATA STRUCTURES &,4,Spring 2023,Programming Techniques
Java programming language,Students will acquire knowledge about the Java programming language and its features.,HONORS DATA STRUCTURES &,4,Spring 2023,Java programming concepts
Algorithm design and analysis,Students will gain knowledge about the principles and techniques used in designing and analyzing algorithms for data structures.,HONORS DATA STRUCTURES &,4,Spring 2023,Algorithm design
Advanced programming concepts,"Students will acquire knowledge of advanced programming concepts, such as data structures, algorithms, and software design principles.",ADVANCED PROGRAMMING,4,Spring 2023,Advanced database concepts
Object-oriented programming,"Students will learn about the principles and techniques of object-oriented programming, including encapsulation, inheritance, and polymorphism.",ADVANCED PROGRAMMING,4,Spring 2023,Object-oriented programming
Software development methodologies,"Students will gain knowledge of various software development methodologies, such as agile and waterfall, and understand their advantages and disadvantages.",ADVANCED PROGRAMMING,4,Spring 2023,Software engineering practices
Debugging and troubleshooting,"Students will learn techniques for debugging and troubleshooting software issues, including using debugging tools and analyzing error logs.",ADVANCED PROGRAMMING,4,Spring 2023,Debugging
Memory management,"Students will acquire knowledge of memory management techniques, such as dynamic memory allocation and garbage collection, to optimize their software applications.",ADVANCED PROGRAMMING,4,Spring 2023,Virtual memory management
Advanced programming concepts,"Students will acquire knowledge of advanced programming concepts, such as data structures, algorithms, and software design principles.",ADVANCED PROGRAMMING,4,Spring 2023,Advanced database concepts
Object-oriented programming,"Students will learn about the principles and techniques of object-oriented programming, including encapsulation, inheritance, and polymorphism.",ADVANCED PROGRAMMING,4,Spring 2023,Object-oriented programming
Software development methodologies,"Students will gain knowledge of various software development methodologies, such as agile and waterfall, and understand their advantages and disadvantages.",ADVANCED PROGRAMMING,4,Spring 2023,Software engineering practices
Debugging and troubleshooting,"Students will learn techniques for debugging and troubleshooting software issues, including using debugging tools and analyzing error logs.",ADVANCED PROGRAMMING,4,Spring 2023,Debugging
Memory management,"Students will acquire knowledge of memory management techniques, such as dynamic memory allocation and garbage collection, to optimize their software applications.",ADVANCED PROGRAMMING,4,Spring 2023,Virtual memory management
Discrete mathematics,"Students will acquire a comprehensive understanding of the principles and methods of discrete mathematics, which is the study of mathematical structures that are fundamentally discrete rather than continuous.",DISCRETE MATHEMATICS,4,Spring 2023,Discrete mathematics principles
Binomial coefficients,"Students will learn about binomial coefficients, which are important in combinatorics and probability theory.",DISCRETE MATHEMATICS,4,Spring 2023,Binomial coefficients
Elements of finite probability,"Students will gain knowledge of the basic principles of finite probability, including probability spaces, random variables, and probability distributions.",DISCRETE MATHEMATICS,4,Spring 2023,Elements of finite probability
Equivalence relations and partial orderings,"Students will learn about equivalence relations and partial orderings, which are fundamental concepts in discrete mathematics and have applications in various areas of computer science.",DISCRETE MATHEMATICS,4,Spring 2023,Equivalence relations and partial orderings
Basics of graph theory,"Students will acquire knowledge of the basic concepts and terminology in graph theory, including graphs, vertices, edges, and paths.",DISCRETE MATHEMATICS,4,Spring 2023,Graph theory
Discrete mathematics,"Students will acquire a comprehensive understanding of the principles and methods of discrete mathematics, which is the study of mathematical structures that are fundamentally discrete rather than continuous.",DISCRETE MATHEMATICS,4,Spring 2023,Discrete mathematics principles
